model name;model description;training time;train accuracy;test accuracy
model_c3;Model: "model_c3"\n_________________________________________________________________\nLayer (type)                 Output Shape              Param #   \n=================================================================\nconvolution_1 (Conv2D)       (None, 28, 28, 16)        160       \n_________________________________________________________________\nconvolution_2 (Conv2D)       (None, 28, 28, 16)        2320      \n_________________________________________________________________\nconvolution_3 (Conv2D)       (None, 28, 28, 16)        2320      \n_________________________________________________________________\nconvolution_4 (Conv2D)       (None, 28, 28, 16)        2320      \n_________________________________________________________________\nconvolution_5 (Conv2D)       (None, 28, 28, 256)       37120     \n_________________________________________________________________\nGAP (GlobalAveragePooling2D) (None, 256)               0         \n_________________________________________________________________\noutput (Dense)               (None, 10)                2560      \n=================================================================\nTotal params: 46,800\nTrainable params: 46,800\nNon-trainable params: 0\n_________________________________________________________________\nSAPO\n;13611.111506938934;0.9899666905403137;0.9878000020980835
