model name;model description;training time;train accuracy;test accuracy
model_c1;Model: "model_c1"\n_________________________________________________________________\nLayer (type)                 Output Shape              Param #   \n=================================================================\nconvolution_1 (Conv2D)       (None, 28, 28, 16)        160       \n_________________________________________________________________\nconvolution_2 (Conv2D)       (None, 28, 28, 16)        2320      \n_________________________________________________________________\nconvolution_3 (Conv2D)       (None, 28, 28, 1024)      148480    \n_________________________________________________________________\nGAP (GlobalAveragePooling2D) (None, 1024)              0         \n_________________________________________________________________\noutput (Dense)               (None, 10)                10240     \n=================================================================\nTotal params: 161,200\nTrainable params: 161,200\nNon-trainable params: 0\n_________________________________________________________________\nSAPO\n;46704.58858013153;0.8036999702453613;0.8134999871253967
